	random	noun/verb	location	#1 String	#2 String	label
435	lift	N	4-4	He gave me a lift to the bus station .	he gave me a lift home	T
439	throw	N	8-7	Football tickets are expensive at fifty bucks a throw .	he could n't afford $ 50 a throw	T
441	tolerate	V	3-2	he learned to tolerate the heat	I can tolerate working on Saturdays , but not on Sundays .	T
442	haul	V	0-0	haul nets	haul stones	T
443	dozen	N	3-7	I ordered two dozen doughnuts .	There should n't be more than two dozen Christmas cards left to write .	T
444	point	N	4-3	"10.5 ( "" ten point five "" ; = ten and a half )"	he stuck the point of the knife into a tree	F
445	wall	N	4-1	We 're adding another wall in this room during the remodeling .	stomach walls	F
446	give	V	4-1	This material does n't give	He gave his life for his children	F
447	keep	V	0-0	keep count	keep appointments	F
448	taste	N	4-4	arrogance and lack of taste contributed to his rapid success	she enjoyed her brief taste of independence	F
449	stick	N	1-6	A stick of wood	The recipe calls for half a stick of butter .	F
450	make	V	3-0	What do you make of his remarks ?	make a stir	F
451	kill	V	0-2	kill the engine	She was killed in the collision of three cars	F
452	place	N	11-5	We thought we would win but only ended up in fourth place .	If you were in my place what would you do ?	F
453	go	V	5-5	These ugly billboards have to go !	This chair has got to go .	T
454	licking	N	5-4	Our football team took a licking last night .	they suffered a convincing licking	T
456	carry	V	0-1	carry a cause	I carry her image in my mind 's eye	F
459	break	V	3-9	Did you two break the trolley by racing with it ?	On the hottest day of the year the refrigerator broke .	T
460	clear	V	3-2	The check will clear within 2 business days	The sky cleared after the storm	F
461	fall	V	4-4	The line of men fall forward	The most difficult task fell on the youngest member of the team	F
462	evade	V	5-4	This difficult idea seems to evade her	The con man always evades	F
463	respect	N	7-2	he went to law school out of respect for his father 's wishes	he inspires respect	F
464	body	N	1-1	a body of precedents	a body of doctrine	T
466	life	N	13-0	Having experienced both , the vampire decided that he preferred ( un)death to life .	life depends on many chemical and physical processes	T
468	bite	N	4-12	the government 's weekly bite from my paycheck	After just one night in the jungle I was covered with mosquito bites .	F
470	remember	V	3-1	I ca n't remember saying any such thing	I remember the concert clearly , but I ca n't recollect why I was there .	T
471	etiolation	N	1-1	his etiolation signaled years in prison	the etiolation of celery	F
472	vehicle	N	5-4	the play was just a vehicle to display her talents	his editorials provided a vehicle for his political views	T
473	run	V	0-4	run a new program on the Mac	The car is still running -- turn it off !	F
474	top	N	6-4	he stared as she buttoned her top	put your books on top of the desk	F
477	body	N	3-3	What 's a body got ta do to get a drink around here ?	they found the body in the lake	T
478	stay	V	1-3	To stay a flat sheet in a steam boiler	I had to stay at home and watch the children	F
479	metric	N	5-6	convert all the measurements to metric units	it is easier to work in metric	T
481	night	N	4-5	it vanished into the night	The cat disappeared into the night .	T
482	dwelling	N	6-2	The old house served as a dwelling for Albert .	Philip 's dwelling fronted on the street . - Alfred Tennyson	T
483	make	V	0-1	make a mess in one 's office	He made as if to punch him , but they both laughed and shook hands .	F
484	neighborhood	N	1-5	my neighborhood voted for Bush	the price is in the neighborhood of $ 100	F
485	belong	V	4-5	These pages do n't belong	the uniform looks like it belonged to a museum collection	T
487	run	V	0-0	run rogue	Run to the store !	F
488	carry	V	2-2	Do you carry kerosene heaters ?	The loan carries a high interest rate	F
489	pay	V	2-1	Does she pay you for the work you are doing ?	He paid off the loan three months early .	T
491	raise	V	0-6	raise a smile	We visited a farm where they raise chickens .	F
492	thing	N	1-4	this thing has got to end	it is a remarkable thing	T
493	post	N	8-2	there is an officer 's club on the post	this military post provides an important source of income for the town nearby	T
495	be	V	4-2	When will the meeting be ?	The woman is walking .	T
496	hollow	N	1-7	The hollow of the hand or of a tree	He built himself a cabin in a hollow high up in the Rockies .	F
498	top	N	6-3	he stared as she buttoned her top	I bought this top as it matches my jeans .	T
499	follow	V	2-3	We must follow closely the economic development is Cuba	A terrible tsunami followed the earthquake	F
500	make	V	0-1	make love , not war	She makes like an actress	F
501	come	V	3-0	she could not come because she was too upset	Come with me to the Casbah	F
502	play	V	0-5	play cards	Play football ;    play sports ;    play games	T
504	admit	V	10-1	We 'll have to vote on whether or not to admit a new member	He admitted his guilt	F
506	perversion	N	0-6	perversion also shows up in kinky telephone cords	the tendrils of the plant exhibited perversion	T
507	absence	N	5-0	he was surprised by the absence of any explanation	Absence makes the heart grow fonder .	T
508	see	V	2-2	I can see what will happen	I can see a risk in this strategy	T
509	air	N	7-4	open a window and let in some air	I need some fresh air	T
510	see	V	13-1	They 're blind to the damage they do , but someday they 'll see .	I saw her bake the cake .	F
511	communication	N	4-11	how many lines of communication can there be among four people ?	A round archway at the far end of the hallway provided communication to the main chamber .	T
512	light	N	4-7	he stepped into the light	Hey , buddy , you got a light ?	F
513	work	V	0-2	work your way through every problem or task	She was working on her second martini when the guests arrived	T
515	take	V	0-0	take action	take vengeance	T
517	copy	N	4-4	the clone was a copy of its ancestor	Please bring me the copies of those reports .	T
518	give	V	0-3	give the orders	The French doors give onto a terrace	F
519	unit	N	8-9	He was a member of a special police unit .	after the battle the soldier had trouble rejoining his unit	F
520	extend	V	0-0	extend my greetings	extend the loan	F
521	emulsion	N	6-3	an oil - in - water emulsion	Mayonnaise is an emulsion where egg is used to keep oil and water mixed .	T
523	sense	N	3-5	It 's common sense not to put metal objects in a microwave oven .	he has n't got the sense God gave little green apples	T
525	keep	V	2-1	May God keep you	She keeps an apartment in Paris for her shopping trips	F
527	deal	N	5-4	We need to finalise the deal with Henderson by midnight .	it was a package deal	T
529	cut	V	3-2	We had to cut short the conversation	This bread cuts easily	F
530	know	V	3-1	I want to know who is winning the game !	I know it 's time	T
531	stress	N	4-12	Some people put the stress on the first syllable of “ controversy ” ; others put it on the second .	Go easy on him , he 's been under a lot of stress lately .	F
532	make	V	0-1	make advances	We made it !	F
534	scale	N	7-1	The Holocaust was insanity on an enormous scale .	the scale of the model	T
535	shell	V	1-3	Nuts shell in falling .	Wheat or rye shells in reaping .	T
536	stabilization	N	4-1	he worked for price stabilization for farm products	wage stabilization is necessary for industrial peace	T
537	trace	V	0-0	trace a pattern	trace a design	T
539	carry	V	1-1	I carry her image in my mind 's eye	Amanda carried the package from home to New York .	F
541	give	V	4-0	I 'm going to give my wife a necklace for her birthday .	give a course	F
542	make	V	0-3	make a dress	This salary increase makes no difference to my standard of living	F
543	break	V	2-2	let 's break for lunch	a man broken by the terrible experience of near - death	F
544	show	V	8-5	he bet $ 2 on number six to show	The car 's dull finish showed years of neglect .	F
545	bar	N	10-7	he bought a hot dog and a coke at the bar	the boat ran aground on a submerged bar in the river	F
546	scale	N	7-1	The Holocaust was insanity on an enormous scale .	the scale of the map	T
547	prove	V	0-2	prove a will	The exception proves the rule .	F
549	business	N	5-0	he bought his brother 's business	Business has been slow lately .	F
550	catch	V	3-1	She managed to catch herself before telling her boss what was on her mind	He caught the allusion in her glance	F
552	number	N	7-7	I hope to become one of their number before I die	this sweater is an all - wool number	F
553	house	N	1-3	the house gets a percentage of every bet	he has a house on Cape Cod	F
555	furniture	N	2-6	How much furniture did they leave behind ?	there was only one piece of furniture in the room	T
558	draw	V	7-0	A ship 's sail is said to draw when it is filled with wind .	draw wire	F
559	sale	N	4-4	He celebrated after the sale of company .	the salesman faxed the sales agreement to his home office	T
560	be	V	2-1	I shall be writing to you soon .	There was a lot of noise in the kitchen	T
562	give	V	0-2	give a course	Can I give you the children for the weekend ?	F
563	take	V	2-0	can you take me to the main entrance ?	take a scene	F
565	propagate	V	0-3	propagate sound or light through air	sound and light propagate in this medium	F
566	see	V	2-3	I can see a risk in this strategy	We went to see the Eiffel Tower in the morning	F
567	product	N	3-3	they improve their product every year	They improve their product every year ; they export most of their agricultural production .	T
568	keep	V	9-0	The family 's fortune waned and they could not keep their household staff	keep my seat , please	F
569	turn	V	5-1	In Vermont , the leaves turn early	Ivory turns well .	F
570	home	N	5-9	there 's no place like home	the teacher asked how many people made up his home	F
